id,key,migration,population,migration_percent
6001,Alameda,16352,1632747,1.00
6013,Contra Costa,10201,1123231,0.91
6041,Marin,510,261054,0.20
6055,Napa,534,141854,0.38
6075,San Francisco,10196,862004,1.18
6081,San Mateo,3592,763191,0.47
6085,Santa Clara,9753,1910105,0.51
6095,Solano,2843,434321,0.65
6097,Sonoma,1121,501474,0.22
